uuid,title,commodity_code,latitude,longitude,wkt_point,categories,description,url,General Information > Commodity Type,General Information > Mine Name(Ore Deposit Name),General Information > Country,General Information > Location Name,General Information > Company Name,General Information > License Type,General Information > Status,Geology(Country Rock) > Geotectonics,Geology(Country Rock) > Stratum Name,Geology(Country Rock) > Lithology,Geology(Country Rock) > Age,Metallogenic Belt Name > Metallogenic Belt Name,Related Igneous Rock > Type of Related Igneous Rock,Related Igneous Rock > Age of Related Igneous Rock,Ore Deposit > Type of Ore Deposit,Ore Deposit > Ore Body Type,Ore Deposit > Main Ore Deposit,Ore Deposit > Minor Ore Deposit,Ore Deposit > Main Mineral,Ore Deposit > Minor Mineral,Ore Deposit > Mineralizaed Age,Ore Deposit > Alteration Properties,Ore Deposit > Resources,Ore Deposit > Grade of Resources,File Data > Type of Map & Report,File Data > Content Type,File Data > Title,File Data > Publishing Agency,File Data > Publication Year,URL Reference > URL,URL Reference > URL Type,Security Level > Security Level,License & Copyright > Public settings,License & Copyright > CC License,License & Copyright > Copyright,License & Copyright > Data Registrant,License & Copyright > Registration Date,URL Reference > URL Description,Ore Deposit > Ore Body Scale(Depth),Comments > Comments,License & Copyright > Phrases used in citation,Ore Deposit > Ore Body Direction,Ore Deposit > Reserves,Ore Deposit > Grade of Reserves,Ore Deposit > Ore Body Scale(Length),Ore Deposit > Ore Body Scale(Width),File Data > Data File,File Data > File Public setting
e417b18c-288d-4c87-b699-bcc08f807691,[Limestone for Liming] Len Na and Bac Len Na limestone,049,17.799,106.239,POINT (106.239 17.799),Critical Mineral Resources Data | ASEAN-CMR-2025-005109 | VN-000747,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/e417b18c-288d-4c87-b699-bcc08f807691,Limestone for Liming,Len Na and Bac Len Na limestone,Vietnam,"Tien Hoa Commune, Tuyen Hoa District",,Exploration,Under Development,,,"Upper Holocene (a, mv): fine, medium- grained sand, shell remains. 19 m thick.",,,,,,,,,,,,,,,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,Decision 1626/QD-TTg; Mineral exploration and mineral exploitation planning;,,,10080 thousand tons,121+122,,,,
20793421-eb90-4991-a667-184c70c2bc03,[Tin] Blok Kelabat A 03 Ore Deposit,080,-1.44,105.663,POINT (105.663 -1.44),Critical Mineral Resources Data | ASEAN-CMR-2025-005108 | ID-001054,Agata Vanessa Kindangen ID (2025-09-26),https://acmdp.org/data/20793421-eb90-4991-a667-184c70c2bc03,Tin,Blok Kelabat A 03 Ore Deposit,Indonesia,Blok Kelabat A 03,PT Aega Prima,Production,Operating,Pre-Tertiary Intrusive and Ophiolites - I-Type Granites,Alluvium,Claystone; sandy claystone; sandstone,Quaternary,Pre-Tertiary Intrusive and Ophiolites - I-Type Granites,,,Placer,Placer,Tin,Ytrium; Cerium; Lanthanum; Thorium; Zirconium,Cassiterite,Monazite; Xenotime; Zircon; Quartz,,,"10,298,125 m³",0.16 − 0.35 kg/m³,References(Others),Report,Annual Work Plan and Budget PT Aega Prima;Feasibility Study PT Aega Prima,Geological Agency of Indonesia,2024,,,Open,Public,"CC BY-NC -The author is free to use, but not for profit.",The copyright of this data is held by ASEAN Member States,Agata Vanessa Kindangen,2025-09-26,,,2357; Confidential,,,"17,608,276 m³",0.16 − 0.35 kg/m³,,,,
4bc279d0-564f-425c-a86d-fc770f5c93ec,[Limestone for Liming] Len Ma Thuong Limestone,049,17.815,106.155,POINT (106.155 17.815),Critical Mineral Resources Data | ASEAN-CMR-2025-005107 | VN-000746,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/4bc279d0-564f-425c-a86d-fc770f5c93ec,Limestone for Liming,Len Ma Thuong Limestone,Vietnam,"Phong Hoa Commune, Tuyen Hoa District",,Feasibility Study,Under Development,,,"Undivided Quaternary (a, ap): granel, grit, sand, clay, sand clay. 25m thick",,,,,,,,,,,,,82455 thousand tons,334a,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,Decision 1626/QD-TTg; Areas that have not yet been explored and planned for mineral exploitation;,,,,,,,,
f7605c67-008c-441d-97a7-fc6642ce3588,[Tin] Blok Irat Ore Deposit,080,-2.669833,106.144861,POINT (106.144861 -2.669833),Critical Mineral Resources Data | ASEAN-CMR-2025-005106 | ID-001053,Agata Vanessa Kindangen ID (2025-09-26),https://acmdp.org/data/f7605c67-008c-441d-97a7-fc6642ce3588,Tin,Blok Irat Ore Deposit,Indonesia,Blok Irat,CV Venus Inti Permata,Production,Operating,Pre-Tertiary Intrusive and Ophiolites - S-Type Granites,Alluvium; Tanjung Genting Formation; Klabat Granite,Clay; sandy clay; sand; Intercalated sandstone and mudstone,Permian - Carboniferous; Quaternary,Pre-Tertiary Intrusive and Ophiolites - S-Type Granites,,,Placer,Placer,Tin,Ytrium; Cerium; Lanthanum; Thorium; Zirconium,Cassiterite,Monazite; Xenotime; Zircon; Quartz,,,"47,108,512 m³",0.16 − 0.35 kg/m³,References(Others),Report,Annual Work Plan and Budget CV Venus Inti Permata;Feasibility Study CV Venus Inti Permata,Geological Agency of Indonesia,2024,,,Open,Public,"CC BY-NC -The author is free to use, but not for profit.",The copyright of this data is held by ASEAN Member States,Agata Vanessa Kindangen,2025-09-26,,,2923; Confidential,,,"11,286,890 m³",0.90 − 0.91 kg/m³,,,,
ed4921aa-bb9a-4c09-ad1f-c77498fd3ee5,[Limestone for Liming] Len Na and Bac Len Na limestone - Zone B,049,17.798,106.239,POINT (106.239 17.798),Critical Mineral Resources Data | ASEAN-CMR-2025-005105 | VN-000745,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/ed4921aa-bb9a-4c09-ad1f-c77498fd3ee5,Limestone for Liming,Len Na and Bac Len Na limestone - Zone B,Vietnam,"Tien Hoa Commune, Tuyen Hoa District",,Exploration,Under Development,,,"Upper Holocene (a, mv): fine, medium- grained sand, shell remains. 19 m thick.",,,,,,,,,,,,,,,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,Decision 1626/QD-TTg; Mineral exploration and mineral exploitation planning; Issued Technical License No. 1322/GP-BTNMT dated 17/8/2012,,,10080 thousand tons,121+122,,,,
4015c316-3a8d-44be-bdbe-fe48bbd936dd,[Tin] Blok I Perairan Kundur Selatan Ore Deposit,080,0.596,103.459,POINT (103.459 0.596),Critical Mineral Resources Data | ASEAN-CMR-2025-005104 | ID-001052,Agata Vanessa Kindangen ID (2025-09-26),https://acmdp.org/data/4015c316-3a8d-44be-bdbe-fe48bbd936dd,Tin,Blok I Perairan Kundur Selatan Ore Deposit,Indonesia,Blok I Perairan Kundur Selatan,PT Prima Nusa Artha Unggul,Production,Operating,Pre-Tertiary Intrusive and Ophiolites - S-Type Granites,Alluvium; Klabat Granite,Claystone; sandy claystone; sandstone; Granite; Granodiorite; Adamalite; Diorite; Quartz Diorite; Aplite; Pegmatite,Quaternary; Jurrasic,Pre-Tertiary Intrusive and Ophiolites - S-Type Granites,Granite,,Placer,Placer,Tin,Ytrium; Cerium; Lanthanum; Thorium; Zirconium,Cassiterite,Monazite; Xenotime; Zircon; Quartz,,,"45,200,951 m³",0.233 − 0.510 kg/m³,References(Others),Report,Annual Work Plan and Budget PT Prima Nusa Artha Unggul;Feasibility Study PT Prima Nusa Artha Unggul,Geological Agency of Indonesia,2024,,,Open,Public,"CC BY-NC -The author is free to use, but not for profit.",The copyright of this data is held by ASEAN Member States,Agata Vanessa Kindangen,2025-09-26,,,2369; Confidential,,,"19,288,651 m³",0.55 − 1.01 kg/m³,,,,
30a32c67-6df5-4f82-9740-351ae72ddc9b,[Limestone for Liming] Len Na and Bac Len Na limestone - Zone C,049,17.797,106.237,POINT (106.237 17.797),Critical Mineral Resources Data | ASEAN-CMR-2025-005103 | VN-000744,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/30a32c67-6df5-4f82-9740-351ae72ddc9b,Limestone for Liming,Len Na and Bac Len Na limestone - Zone C,Vietnam,"Tien Hoa Commune, Tuyen Hoa District",,Exploration,Under Development,,,"Upper Holocene (a, mv): fine, medium- grained sand, shell remains. 19 m thick.",,,,,,,,,,,,,,,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,Decision 1626/QD-TTg; Mineral exploration and mineral exploitation planning; Issued Technical License No. 1322/GP-BTNMT dated 17/8/2012,,,10080 thousand tons,121+122,,,,
7219ca91-6fc3-4be6-af9c-6418a055b533,[Tin] Blok Cit MSP Ore Deposit,080,-1.683,106.011,POINT (106.011 -1.683),Critical Mineral Resources Data | ASEAN-CMR-2025-005102 | ID-001051,Agata Vanessa Kindangen ID (2025-09-26),https://acmdp.org/data/7219ca91-6fc3-4be6-af9c-6418a055b533,Tin,Blok Cit MSP Ore Deposit,Indonesia,Blok Cit MSP,PT Mitra Stania Prima,Production,Operating,Pre-Tertiary Intrusive and Ophiolites - I-Type Granites,Alluvium; Klabat Granite,Claystone; sandy claystone; sandstone; Granite; Granodiorite; Adamalite; Diorite; Quartz Diorite; Aplite; Pegmatite,Quaternary; Jurrasic,Pre-Tertiary Intrusive and Ophiolites - S-Type Granites,Granite,,Placer,Placer,Tin,Ytrium; Cerium; Lanthanum; Thorium; Zirconium,Cassiterite,Monazite; Xenotime; Zircon; Quartz,,,"24,118,025 m³",0.62 − 1 kg/m³,References(Others),Report,Annual Work Plan and Budget PT Mitra Stania Prima;Feasibility Study PT Mitra Stania Prima,Geological Agency of Indonesia,2024,,,Open,Public,"CC BY-NC -The author is free to use, but not for profit.",The copyright of this data is held by ASEAN Member States,Agata Vanessa Kindangen,2025-09-26,,,1621; Confidential,,,"17,277,025 m³",0.6 − 1 kg/m³,,,,
59c5ed14-4d84-40f4-a562-f6e87a511681,[Limestone for Liming] Limestone of Len Na and Bac Len Na - Zone A,049,17.799,106.239,POINT (106.239 17.799),Critical Mineral Resources Data | ASEAN-CMR-2025-005101 | VN-000743,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/59c5ed14-4d84-40f4-a562-f6e87a511681,Limestone for Liming,Limestone of Len Na and Bac Len Na - Zone A,Vietnam,"Tien Hoa Commune, Tuyen Hoa District",,Exploration,Under Development,,,"Upper Holocene (a, mv): fine, medium- grained sand, shell remains. 19 m thick.",,,,,,,,,,,,,,,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,Decision 1626/QD-TTg; Mineral exploration and mineral exploitation planning; Issued Technical License No. 1322/GP-BTNMT dated 17/8/2012,,,10080 thousand tons,121+122,,,,
829cfc4d-d63c-473f-9d36-f68fef21d062,[Tin] Blok C Laut Timun Ore Deposit,080,0.842,103.318,POINT (103.318 0.842),Critical Mineral Resources Data | ASEAN-CMR-2025-005100 | ID-001050,Agata Vanessa Kindangen ID (2025-09-26),https://acmdp.org/data/829cfc4d-d63c-473f-9d36-f68fef21d062,Tin,Blok C Laut Timun Ore Deposit,Indonesia,Blok C Laut Timun,PT Timah,Production,Operating,Pre-Tertiary Intrusive and Ophiolites - S-Type Granites,,,,Pre-Tertiary Intrusive and Ophiolites - S-Type Granites,,,Placer,Placer,Tin,,,,,,"19,479,799 m³",,References(Others),Report,Annual Work Plan and Budget PT Timah;Feasibility Study PT Timah,Geological Agency of Indonesia,2023,,,Open,Public,"CC BY-NC -The author is free to use, but not for profit.",The copyright of this data is held by ASEAN Member States,Agata Vanessa Kindangen,2025-09-26,,,1869; Confidential,,,"35,785,378 m³",,,,,
789ab12b-e056-48e6-9e4b-d08cdcc0d701,[Limestone for Liming] Len Na Limestone,049,17.796,106.244,POINT (106.244 17.796),Critical Mineral Resources Data | ASEAN-CMR-2025-005099 | VN-000742,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/789ab12b-e056-48e6-9e4b-d08cdcc0d701,Limestone for Liming,Len Na Limestone,Vietnam,"Tien Hoa Commune, Tuyen Hoa District",,Feasibility Study,Under Development,,,"Bac Son Formation : limestone, oolithic limestone. 700-900m thick. Containing Millerella angusta, Fusulinella bocki. Triticites schwa",,,,,,,,,,,,,10000 thousand tons,334a,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,Decision 1626/QD-TTg; Areas that have not yet been explored and planned for mineral exploitation;,,,,,,,,
e899926f-67f0-4731-b3dc-0138703b8f7f,[Tin] Blok Cit Mapur Ore Deposit,080,-1.706,105.924,POINT (105.924 -1.706),Critical Mineral Resources Data | ASEAN-CMR-2025-005099 | ID-001049,Agata Vanessa Kindangen ID (2025-09-26),https://acmdp.org/data/e899926f-67f0-4731-b3dc-0138703b8f7f,Tin,Blok Cit Mapur Ore Deposit,Indonesia,Blok Cit Mapur,PT Prima Timah Utama,Production,Operating,Pre-Tertiary Intrusive and Ophiolites - I-Type Granites,Alluvium; Tanjung Genting Formation,Clay; sandy clay; sand; Intercalated sandstone and mudstone,Permian - Carboniferous; Quaternary,Pre-Tertiary Intrusive and Ophiolites - I-Type Granites,,,Placer,Placer,Tin,Ytrium; Cerium; Lanthanum; Thorium; Zirconium,Cassiterite,Monazite; Xenotime; Zircon; Quartz,,,"3,196,000 m³",0.9 − 1.68 kg/m³,References(Others),Report,Annual Work Plan and Budget PT Prima Timah Utama;Feasibility Study PT Prima Timah Utama,Geological Agency of Indonesia,2024,,,Open,Public,"CC BY-NC -The author is free to use, but not for profit.",The copyright of this data is held by ASEAN Member States,Agata Vanessa Kindangen,2025-09-26,,,1620; Confidential,,,"2,857,475 m³",1.14 − 1.71 kg/m³,,,,
b7ed9bc9-3653-428c-a294-1a4c80584b43,[Limestone for Liming] Muong Long Limestone - Zone 1,049,19.553,104.355,POINT (104.355 19.553),Critical Mineral Resources Data | ASEAN-CMR-2025-005098 | VN-000741,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/b7ed9bc9-3653-428c-a294-1a4c80584b43,Limestone for Liming,Muong Long Limestone - Zone 1,Vietnam,"Muong Long Commune, Ky Son District",,Feasibility Study,Under Development,,,,,,,,,,,,,,,,701580 thousand tons,333,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,Decision 1626/QD-TTg; Areas that have not yet been explored and planned for mineral exploitation;,,,,,,,,
d60a7dba-6bf9-4513-a8d2-9f86f7d7dbe1,[Tin] Blok C (Aik Seranggaas) Ore Deposit,080,-3.059388,108.145583,POINT (108.145583 -3.059388),Critical Mineral Resources Data | ASEAN-CMR-2025-005098 | ID-001048,Agata Vanessa Kindangen ID (2025-09-26),https://acmdp.org/data/d60a7dba-6bf9-4513-a8d2-9f86f7d7dbe1,Tin,Blok C (Aik Seranggaas) Ore Deposit,Indonesia,Blok C (Aik Seranggaas),PT Fortuna Tunas Mulya,Production,Operating,Pre-Tertiary Intrusive and Ophiolites - S-Type Granites,"Kelapa Kampit Formation, Alluvium",Clay; sandy clay; sand; granite; schist,Permian - Carboniferous; Quaternary,Pre-Tertiary Intrusive and Ophiolites - S-Type Granites,Granite,,Placer; Greissen (Hydrothermal),Placer; Greissen (Hydrothermal),Tin,Ytrium; Cerium; Lanthanum; Thorium; Zirconium,Cassiterite,Monazite; Xenotime; Hematite; Pyrite; Zircon; Quartz,,,"3,370,165 m³",0.66 − 1.52 kg/m³,References(Others),Report,Annual Work Plan and Budget PT Fortuna Tunas Mulya;Feasibility Study PT Fortuna Tunas Mulya,Geological Agency of Indonesia,2024,,,Open,Public,"CC BY-NC -The author is free to use, but not for profit.",The copyright of this data is held by ASEAN Member States,Agata Vanessa Kindangen,2025-09-26,,,2914; Confidential,,,"3,057,352 m³",0.83 − 1.61 kg/m³,,,,
07d2ea64-c461-4041-bf93-f8fbe6916134,[Limestone for Liming] Muong Long Limestone - Zone 2,049,19.523,104.352,POINT (104.352 19.523),Critical Mineral Resources Data | ASEAN-CMR-2025-005097 | VN-000740,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/07d2ea64-c461-4041-bf93-f8fbe6916134,Limestone for Liming,Muong Long Limestone - Zone 2,Vietnam,"Muong Long Commune, Ky Son District",,Feasibility Study,Under Development,,,,,,,,,,,,,,,,144285 thousand tons,333+334a,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,Decision 1626/QD-TTg; Areas that have not yet been explored and planned for mineral exploitation;,,,,,,,,
233b8b74-5b8d-4895-ab67-7f506e01ad63,[Tin] Blok Bencah Ore Deposit,080,-2.743555,106.388583,POINT (106.388583 -2.743555),Critical Mineral Resources Data | ASEAN-CMR-2025-005096 | ID-001047,Agata Vanessa Kindangen ID (2025-09-26),https://acmdp.org/data/233b8b74-5b8d-4895-ab67-7f506e01ad63,Tin,Blok Bencah Ore Deposit,Indonesia,Blok Bencah,PT Feng Li Mineral Abadi,Production,Suspended,Pre-Tertiary Intrusive and Ophiolites - S-Type Granites,Klabat Granite; Alluvium,Granite; Granodiorite; Adamalite; Diorite; Quartz Diorite; Aplite; Pegmatite; Sandstone; Mudstone;,Jurrasic; Quaternary,Pre-Tertiary Intrusive and Ophiolites - S-Type Granites,,,Placer,Placer,Tin,Ytrium; Cerium; Lanthanum; Thorium; Zirconium,Cassiterite,Monazite; Xenotime; Zircon; Quartz,,,"746,218 m³",,References(Others),Report,Annual Work Plan and Budget PT Feng Li Mineral Abadi;Feasibility Study PT Feng Li Mineral Abadi,Geological Agency of Indonesia,2024,,,Open,Public,"CC BY-NC -The author is free to use, but not for profit.",The copyright of this data is held by ASEAN Member States,Agata Vanessa Kindangen,2025-09-26,,,2908; Confidential,,,"539,583 m³",,,,,
efdd9dcf-7166-47c5-844b-8f3f2291e07b,"[Limestone for Liming] Len Na Limestone, Len Bang - Zone 2",049,17.793,106.253,POINT (106.253 17.793),Critical Mineral Resources Data | ASEAN-CMR-2025-005095 | VN-000739,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/efdd9dcf-7166-47c5-844b-8f3f2291e07b,Limestone for Liming,"Len Na Limestone, Len Bang - Zone 2",Vietnam,"Tien Hoa Commune, Tuyen Hoa District",,Exploration,Under Development,,,"Upper Holocene (a, mv): fine, medium- grained sand, shell remains. 19 m thick.",,,,,,,,,,,,,,,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,Decision 1626/QD-TTg; Mineral exploration and mineral exploitation planning; Issued technical license No. 1807/GP-BTNMT on 07/06/2018.,,,28325 thousand tons,121+122,,,,
771c17d1-03ba-4f63-a070-0d37f8dd3729,[Tin] Blok Bemban Ore Deposit,080,-2.425,106.239,POINT (106.239 -2.425),Critical Mineral Resources Data | ASEAN-CMR-2025-005095 | ID-001046,Agata Vanessa Kindangen ID (2025-09-26),https://acmdp.org/data/771c17d1-03ba-4f63-a070-0d37f8dd3729,Tin,Blok Bemban Ore Deposit,Indonesia,Blok Bemban,PT Mitra Stania Prima,Production,Suspended,Pre-Tertiary Intrusive and Ophiolites - S-Type Granites,Alluvium,Claystone; sandy claystone; sandstone,Quaternary,Pre-Tertiary Intrusive and Ophiolites - S-Type Granites,,,Placer,Placer,Tin,,,,,,,,References(Others),Report,Annual Work Plan and Budget PT Mitra Stania Prima;Feasibility Study PT Mitra Stania Prima,Geological Agency of Indonesia,2023,,,Open,Public,"CC BY-NC -The author is free to use, but not for profit.",The copyright of this data is held by ASEAN Member States,Agata Vanessa Kindangen,2025-09-26,,,589; Confidential,,,"10,830,556 m³",,,,,
0a178b67-9621-461d-9a16-65f653c450b1,[Limestone for Liming] Limestone Panel,049,17.787,106.257,POINT (106.257 17.787),Critical Mineral Resources Data | ASEAN-CMR-2025-005094 | VN-000738,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/0a178b67-9621-461d-9a16-65f653c450b1,Limestone for Liming,Limestone Panel,Vietnam,"Tien Hoa Commune, Tuyen Hoa District",,Feasibility Study,Under Development,,,"Bac Son Formation : limestone, oolithic limestone. 700-900m thick. Containing Millerella angusta, Fusulinella bocki. Triticites schwa",,,,,,,,,,,,,40000 thousand tons,334a,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,Decision 1626/QD-TTg; Areas that have not yet been explored and planned for mineral exploitation;,,,,,,,,
d5e70189-7cd2-4787-aec2-8d27f9c1efa6,[Tin] Blok B Wilayah Laut Permis Ore Deposit,080,-2.527805,105.888138,POINT (105.888138 -2.527805),Critical Mineral Resources Data | ASEAN-CMR-2025-005094 | ID-001045,Agata Vanessa Kindangen ID (2025-09-26),https://acmdp.org/data/d5e70189-7cd2-4787-aec2-8d27f9c1efa6,Tin,Blok B Wilayah Laut Permis Ore Deposit,Indonesia,Blok B Wilayah Laut Permis,PT Synergy Maju Bersama,Production,Operating,Pre-Tertiary Intrusive and Ophiolites - S-Type Granites,Alluvium,Claystone; sandy claystone; sandstone,Quaternary,Pre-Tertiary Intrusive and Ophiolites - S-Type Granites,,,Placer,Placer,Tin,Ytrium; Cerium; Lanthanum; Thorium; Zirconium,Cassiterite,Monazite; Xenotime; Zircon; Quartz,,,"136,745,603 m³",0.21 − 0.82 kg/m³,References(Others),Report,Annual Work Plan and Budget PT Synergy Maju Bersama;Feasibility Study PT Synergy Maju Bersama,Geological Agency of Indonesia,2024,,,Open,Public,"CC BY-NC -The author is free to use, but not for profit.",The copyright of this data is held by ASEAN Member States,Agata Vanessa Kindangen,2025-09-26,,,2900; Confidential,,,"123,625,603 m³",0.36 − 1.17 kg/m³,,,,
0f795cd8-0571-4cdc-84d1-b43d791369f8,"[Limestone for Liming] Limestone of Len Na, Len Bang - Zone 1",049,17.793,106.244,POINT (106.244 17.793),Critical Mineral Resources Data | ASEAN-CMR-2025-005093 | VN-000737,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/0f795cd8-0571-4cdc-84d1-b43d791369f8,Limestone for Liming,"Limestone of Len Na, Len Bang - Zone 1",Vietnam,"Tien Hoa Commune, Tuyen Hoa District",,Exploration,Under Development,,,"Bac Son Formation : limestone, oolithic limestone. 700-900m thick. Containing Millerella angusta, Fusulinella bocki. Triticites schwa",,,,,,,,,,,,,,,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,Decision 1626/QD-TTg; Mineral exploration and mineral exploitation planning; Issued technical license No. 1807/GP-BTNMT on 07/06/2018.,,,28325 thousand tons,121+122,,,,
93688891-20ba-43af-9643-a4c5b60429ce,[Tin] Blok B Toboali Selatan Ore Deposit,080,-2.986,106.547,POINT (106.547 -2.986),Critical Mineral Resources Data | ASEAN-CMR-2025-005093 | ID-001044,Agata Vanessa Kindangen ID (2025-09-26),https://acmdp.org/data/93688891-20ba-43af-9643-a4c5b60429ce,Tin,Blok B Toboali Selatan Ore Deposit,Indonesia,Blok B Toboali Selatan,PT Timah,Production,Operating,Pre-Tertiary Intrusive and Ophiolites - S-Type Granites,Klabat Granite,Granite; Granodiorite; Adamalite; Diorite; Quartz Diorite; Aplite; Pegmatite,Jurrasic,Pre-Tertiary Intrusive and Ophiolites - S-Type Granites,,,Placer,Placer,Tin,,,,,,"129,850,415 m³",,References(Others),Report,Annual Work Plan and Budget PT Timah;Feasibility Study PT Timah,Geological Agency of Indonesia,2023,,,Open,Public,"CC BY-NC -The author is free to use, but not for profit.",The copyright of this data is held by ASEAN Member States,Agata Vanessa Kindangen,2025-09-26,,,1858; Confidential,,,"197,893,073 m³",,,,,
11fbb782-be48-4a9e-9154-5f1b9937d3a7,[Limestone for Liming] Ban Plug Limestone,049,19.518,104.8,POINT (104.8 19.518),Critical Mineral Resources Data | ASEAN-CMR-2025-005092 | VN-000736,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/11fbb782-be48-4a9e-9154-5f1b9937d3a7,Limestone for Liming,Ban Plug Limestone,Vietnam,"Jack Muan Commune, Que Phong District",,Feasibility Study,Under Development,,,,,,,,,,,,,,,,2826750 thousand tons,333,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,Decision 1626/QD-TTg; Areas that have not yet been explored and planned for mineral exploitation;,,,,,,,,
cc6b5495-8135-469f-b6b7-1e159af71f6b,[Tin] Blok B Laut Timun Ore Deposit,080,0.881,103.307,POINT (103.307 0.881),Critical Mineral Resources Data | ASEAN-CMR-2025-005092 | ID-001043,Agata Vanessa Kindangen ID (2025-09-26),https://acmdp.org/data/cc6b5495-8135-469f-b6b7-1e159af71f6b,Tin,Blok B Laut Timun Ore Deposit,Indonesia,Blok B Laut Timun,PT Timah,Production,Operating,Pre-Tertiary Intrusive and Ophiolites - S-Type Granites,,,,Pre-Tertiary Intrusive and Ophiolites - S-Type Granites,,,Placer,Placer,Tin,,,,,,"54,461,876 m³",,References(Others),Report,Annual Work Plan and Budget PT Timah;Feasibility Study PT Timah,Geological Agency of Indonesia,2023,,,Open,Public,"CC BY-NC -The author is free to use, but not for profit.",The copyright of this data is held by ASEAN Member States,Agata Vanessa Kindangen,2025-09-26,,,1868; Confidential,,,"88,430,574 m³",,,,,
52112a3c-22ce-4891-b45a-b70cf19245e5,[Limestone for Liming] Limestone of Na Khieu village,049,19.515,104.738,POINT (104.738 19.515),Critical Mineral Resources Data | ASEAN-CMR-2025-005091 | VN-000735,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/52112a3c-22ce-4891-b45a-b70cf19245e5,Limestone for Liming,Limestone of Na Khieu village,Vietnam,"Nam Nhoong Commune, Que Phong District",,Feasibility Study,Under Development,,,,,,,,,,,,,,,,1712000 thousand tons,333,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,Decision 1626/QD-TTg; Areas that have not yet been explored and planned for mineral exploitation;,,,,,,,,
